Ticker,Company,Sector,SubIndustry,1Y_Change(%),Volatility(%),AvgAnnualReturn(%),MaxDrawdown(%)
PRU,Prudential Financial,Financials,Life & Health Insurance,-10.930612395181557,26.880598119291342,-8.142981544273903,25.660008761201247
IRM,Iron Mountain,Real Estate,Other Specialized REITs,-10.982165420757532,32.49243641454306,-6.526652506779955,37.11140032632399
CCI,Crown Castle,Real Estate,Telecom Tower REITs,-11.021549309559633,25.638030994217427,-8.618006045145114,22.044108414565102
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,-11.384179136614708,24.126464182689837,-9.381675514694763,22.775336846615932
HUM,Humana,Health Care,Managed Health Care,-11.510839915321815,45.749322361617935,-1.9259675937734495,26.77761280672729
SOLV,Solventum,Health Care,Health Care Technology,-11.709072800400424,30.733801855931738,-7.97423003877453,25.023801005347927
CSGP,CoStar Group,Real Estate,Real Estate Services,-11.716909677371616,33.39555030740309,-7.054312365641277,30.43478329384034
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,-11.828874875790815,23.718701501802652,-9.986508105968921,27.381131262443546
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,-11.9093396234483,22.227773650489404,-10.409543794438925,20.09708118357994
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,-11.930452192584527,27.946695968241585,-8.949199312129348,25.791522334438266
AOS,A. O. Smith,Industrials,Building Products,-11.96919429459492,24.45484790373961,-9.969601159389532,21.172245165485933
MRK,Merck & Co.,Health Care,Pharmaceuticals,-12.0717799391271,29.320856177523773,-8.765822086796799,28.029771958107396
SBUX,Starbucks,Consumer Discretionary,Restaurants,-12.280683190181971,33.56001460512703,-7.690172534731969,31.3239948098538
SHW,Sherwin-Williams,Materials,Specialty Chemicals,-12.378453572654735,24.742450620152066,-10.390106460711987,21.394211316615266
GEN,Gen Digital,Information Technology,Systems Software,-12.395148328676177,27.32743548250221,-9.740820941786001,25.535308944196327
IPG,Interpublic Group of Companies (The),Communication Services,Advertising,-12.569616394867941,31.135500521311982,-8.817742694501428,23.88644373552445
LMT,Lockheed Martin,Industrials,Aerospace & Defense,-12.635854300328178,26.455514095465492,-10.152490872943865,26.524729134577896
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,-12.649767635413841,37.309431559370424,-6.952015792062953,33.24904655017559
CL,Colgate-Palmolive,Consumer Staples,Household Products,-12.81443460931733,20.845462899444847,-11.760792139293624,21.68200521526059
WDAY,"Workday, Inc.",Information Technology,Application Software,-12.977753919121444,35.779035320294575,-7.715985397149182,24.807974539284444
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,-13.160199637323927,22.367430323814755,-11.832134873118465,20.32613816612285
NWSA,News Corp (Class A),Communication Services,Publishing,-13.376883994404112,23.191636497559642,-11.915824174160376,21.09116202234491
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,-13.38331866027595,35.67835779644765,-8.22621658080394,26.96499745516941
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,-13.40629430144253,20.386165397931887,-12.557985022603663,21.08332278531299
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,-13.877378677646607,32.95312717552824,-9.763754133409446,30.20216870650247
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,-14.003010399954599,23.61956586571091,-12.544051334021807,23.235581334769833
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,-14.098436988474417,28.88195502501536,-11.252514075336343,23.684113927886536
KIM,Kimco Realty,Real Estate,Retail REITs,-14.167115786105422,23.48001581000317,-12.774724448001532,25.876128779077145
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,-14.282772988334802,41.558649130867146,-7.019256757091448,31.13605406069483
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,-14.426645641528799,21.068883100522587,-13.606436074728052,23.7862334639588
PSA,Public Storage,Real Estate,Self-Storage REITs,-14.43198502060439,22.468702270724037,-13.31339164006227,22.726474163793124
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,-14.602513006723164,56.651739571681304,2.2385043371976763,45.23498375927406
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,-14.616954250359768,24.493210375273314,-13.099163202448223,22.73361756690434
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,-14.898110695675326,23.58158714368688,-13.614138359705771,21.147836715225672
AJG,Arthur J. Gallagher & Co.,Financials,Insurance Brokers,-14.915848897106937,24.9953913522423,-13.261914280277292,30.042551026657303
DAY,Dayforce,Industrials,Human Resource & Employment Services,-15.019224882632884,43.74237635300949,-7.528846223544586,39.694376539519425
CTAS,Cintas,Industrials,Diversified Support Services,-15.136948591916891,25.48346046394114,-13.389059558467434,19.875777690677438
APD,Air Products,Materials,Industrial Gases,-15.164007981757127,25.358775133802393,-13.514968858889043,27.83715585589307
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,-15.243942487169427,26.801656736847807,-13.214587790277537,28.430090345526594
NOW,ServiceNow,Information Technology,Systems Software,-15.415452412081315,39.76335684391703,-9.233846212541685,38.34106448431789
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,-15.491318663608574,19.93580199898525,-15.10207648690652,21.991896313107354
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,-15.674650493374799,28.090347849806953,-13.377883104329083,26.389966840621838
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,-15.795060113636868,41.91210716176684,-8.988889999874397,36.11592371096633
DXCM,Dexcom,Health Care,Health Care Equipment,-15.803225403590632,45.69726663025182,-7.027587457999399,36.06611519805656
GEHC,GE HealthCare,Health Care,Health Care Equipment,-15.87605853572088,35.84744088536077,-11.025890549133745,37.15233807025531
CHD,Church & Dwight,Consumer Staples,Household Products,-16.053742105882506,21.996634419695454,-15.360792818908212,27.277286524651828
BX,Blackstone Inc.,Financials,Asset Management & Custody Banks,-16.13178436016526,38.64170133127104,-10.46092704385485,39.16397117052587
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,-16.210204348395468,24.687781131755216,-14.884862907326909,29.972439435213
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,-16.29059910241032,25.581151871983277,-14.749514450730764,24.528402870361123
MSI,Motorola Solutions,Information Technology,Communications Equipment,-16.383103286831734,24.329062302855732,-15.194282999085884,22.124929164385897
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,-16.60142030509236,26.366646273102855,-14.93702490678438,25.080892468809168
